Date_Of_Stop,work_zone,vehicle_type,vehicle_year,vehicle_color,race,gender,driver_state,speed,speed_limit,speed_over,percentage_over_limit,hour_of_day
12/29/2017,No,02 - Automobile,2002,SILVER,HISPANIC,M,MD,49,40,9,22.5,7
12/29/2017,No,02 - Automobile,2007,SILVER,HISPANIC,M,MD,69,50,19,38,8
12/29/2017,No,02 - Automobile,2007,BLUE,OTHER,F,MD,59,50,9,18,9
12/29/2017,No,02 - Automobile,2007,BLUE,OTHER,F,MD,58,40,18,45,9
12/29/2017,No,02 - Automobile,2007,BLUE,OTHER,F,MD,49,40,9,22.5,10
12/29/2017,No,02 - Automobile,2007,BLUE,OTHER,F,MD,58,40,18,45,10
12/29/2017,No,02 - Automobile,2007,BLUE,OTHER,F,MD,48,30,18,60,10
12/29/2017,No,02 - Automobile,2007,BLUE,OTHER,F,MD,50,30,20,66.66667,11
12/29/2017,No,02 - Automobile,2011,WHITE,HISPANIC,M,MD,39,30,9,30,9
12/29/2017,No,02 - Automobile,2011,WHITE,HISPANIC,M,MD,44,35,9,25.71429,9
12/29/2017,No,02 - Automobile,2011,WHITE,HISPANIC,M,MD,54,45,9,20,11
12/29/2017,No,02 - Automobile,2011,WHITE,HISPANIC,M,MD,44,35,9,25.71429,16
12/29/2017,No,02 - Automobile,2010,RED,BLACK,M,DC,59,40,19,47.5,9
12/29/2017,No,02 - Automobile,2005,WHITE,WHITE,F,MD,62,40,22,55,11
12/29/2017,No,02 - Automobile,2005,GRAY,BLACK,F,MD,53,40,13,32.5,16
12/29/2017,No,02 - Automobile,2016,SILVER,WHITE,M,NC,56,40,16,40,16
12/29/2017,No,02 - Automobile,2016,SILVER,WHITE,M,NC,56,40,16,40,16
12/29/2017,No,02 - Automobile,2011,SILVER,WHITE,M,MD,53,40,13,32.5,17
12/29/2017,No,02 - Automobile,2011,SILVER,WHITE,M,MD,45,30,15,50,18
12/29/2017,No,02 - Automobile,2011,SILVER,WHITE,M,MD,45,30,15,50,19
12/29/2017,No,02 - Automobile,2012,BLACK,HISPANIC,F,VA,81,55,26,47.27273,14
12/29/2017,No,02 - Automobile,2017,"BLUE, DARK",WHITE,F,MD,39,30,9,30,10
12/29/2017,No,05 - Light Duty Truck,2014,BLACK,WHITE,M,MD,39,30,9,30,11
12/29/2017,No,02 - Automobile,2015,WHITE,HISPANIC,M,MD,39,30,9,30,11
12/29/2017,No,02 - Automobile,2017,BLACK,BLACK,M,MD,39,30,9,30,11
12/29/2017,No,02 - Automobile,2012,WHITE,HISPANIC,F,MD,39,30,9,30,11
12/29/2017,No,02 - Automobile,2003,BLACK,BLACK,M,MD,59,40,19,47.5,9
12/29/2017,No,02 - Automobile,2012,WHITE,HISPANIC,F,MD,60,40,20,50,10
12/29/2017,No,02 - Automobile,2012,WHITE,HISPANIC,F,MD,58,40,18,45,10
12/29/2017,No,02 - Automobile,2008,BLACK,WHITE,M,VA,59,40,19,47.5,11
12/29/2017,No,02 - Automobile,2015,RED,HISPANIC,M,MD,55,35,20,57.14286,10
12/29/2017,No,05 - Light Duty Truck,2005,GRAY,WHITE,M,MD,55,35,20,57.14286,10
12/29/2017,No,02 - Automobile,2012,WHITE,HISPANIC,F,MD,80,40,40,100,19
12/29/2017,No,02 - Automobile,2012,WHITE,HISPANIC,F,MD,42,25,17,68,0
12/29/2017,No,02 - Automobile,2012,WHITE,HISPANIC,F,MD,49,40,9,22.5,0
12/29/2017,No,02 - Automobile,2012,WHITE,HISPANIC,F,MD,44,35,9,25.71429,10
12/29/2017,No,02 - Automobile,2012,WHITE,HISPANIC,F,MD,58,45,13,28.88889,3
12/29/2017,No,02 - Automobile,2017,WHITE,BLACK,M,MD,90,35,55,157.14286,1
12/29/2017,No,02 - Automobile,2017,WHITE,BLACK,M,MD,90,55,35,63.63636,6
12/29/2017,No,02 - Automobile,2017,WHITE,BLACK,M,MD,52,30,22,73.33333,23
12/29/2017,No,02 - Automobile,2017,WHITE,BLACK,M,MD,51,40,11,27.5,10
12/29/2017,No,02 - Automobile,2016,SILVER,BLACK,M,MD,49,40,9,22.5,2
12/29/2017,No,02 - Automobile,2004,BLACK,ASIAN,M,MD,49,40,9,22.5,22
12/29/2017,No,02 - Automobile,2002,WHITE,BLACK,M,MD,49,40,9,22.5,19
12/29/2017,No,02 - Automobile,2002,WHITE,BLACK,M,MD,49,40,9,22.5,9
12/29/2017,No,02 - Automobile,2002,WHITE,BLACK,M,MD,50,35,15,42.85714,20
12/29/2017,No,02 - Automobile,2002,WHITE,BLACK,M,MD,50,35,15,42.85714,21
12/29/2017,No,02 - Automobile,2011,BLUE,BLACK,F,DC,56,35,21,60,22
12/29/2017,No,02 - Automobile,2013,BLACK,HISPANIC,M,MD,50,35,15,42.85714,22
12/29/2017,No,02 - Automobile,2013,BLACK,HISPANIC,M,MD,69,35,34,97.14286,2
12/29/2017,No,02 - Automobile,2013,BLACK,HISPANIC,M,MD,65,45,20,44.44444,23
12/29/2017,No,02 - Automobile,2013,BLACK,HISPANIC,M,MD,69,60,9,15,1
12/29/2017,No,02 - Automobile,2013,BLACK,HISPANIC,M,MD,44,35,9,25.71429,8
12/29/2017,No,02 - Automobile,2007,RED,HISPANIC,M,MD,38,30,8,26.66667,16
12/29/2017,No,02 - Automobile,2007,RED,HISPANIC,M,MD,39,30,9,30,0
12/29/2017,No,02 - Automobile,2007,RED,HISPANIC,M,MD,85,40,45,112.5,23
12/29/2017,No,02 - Automobile,2007,RED,HISPANIC,M,MD,85,40,45,112.5,23
12/29/2017,No,02 - Automobile,2017,BLACK,WHITE,M,MD,80,55,25,45.45455,19
12/29/2017,No,02 - Automobile,2017,BLACK,WHITE,M,MD,74,55,19,34.54545,23
12/29/2017,No,02 - Automobile,2017,BLACK,WHITE,M,MD,62,40,22,55,3
12/29/2017,No,02 - Automobile,2017,BLACK,WHITE,M,MD,90,55,35,63.63636,19
12/29/2017,No,02 - Automobile,2011,BLUE,BLACK,F,DC,39,30,9,30,21
12/29/2017,No,02 - Automobile,2011,BLUE,BLACK,F,DC,39,30,9,30,0
12/29/2017,No,02 - Automobile,2017,BLACK,BLACK,M,MD,39,30,9,30,21
12/29/2017,No,02 - Automobile,2006,SILVER,WHITE,F,MD,64,55,9,16.36364,7
12/29/2017,No,02 - Automobile,2010,GRAY,HISPANIC,M,MD,64,55,9,16.36364,9
12/29/2017,No,02 - Automobile,2010,GRAY,HISPANIC,M,MD,45,35,10,28.57143,4
12/29/2017,No,02 - Automobile,2008,"BLUE, LIGHT",HISPANIC,M,MD,61,50,11,22,4
12/29/2017,No,02 - Automobile,2008,"BLUE, LIGHT",HISPANIC,M,MD,71,55,16,29.09091,9
12/29/2017,No,02 - Automobile,2011,SILVER,BLACK,F,MD,65,25,40,160,7
12/29/2017,No,02 - Automobile,2005,SILVER,BLACK,M,MD,44,35,9,25.71429,22
12/29/2017,No,02 - Automobile,2005,SILVER,BLACK,M,MD,49,40,9,22.5,8
12/29/2017,No,02 - Automobile,2005,SILVER,BLACK,M,MD,75,40,35,87.5,22
12/29/2017,No,02 - Automobile,2005,SILVER,BLACK,M,MD,82,55,27,49.09091,22
12/29/2017,No,02 - Automobile,2005,SILVER,BLACK,M,MD,49,40,9,22.5,13
12/29/2017,No,02 - Automobile,2007,GRAY,HISPANIC,F,MD,62,40,22,55,13
12/29/2017,No,02 - Automobile,2004,SILVER,HISPANIC,F,MD,49,40,9,22.5,14
12/29/2017,No,02 - Automobile,2004,SILVER,HISPANIC,F,MD,49,40,9,22.5,14
12/29/2017,No,02 - Automobile,2004,SILVER,HISPANIC,F,MD,49,40,9,22.5,14
12/29/2017,No,02 - Automobile,2004,SILVER,HISPANIC,F,MD,49,40,9,22.5,15
12/29/2017,No,02 - Automobile,2004,SILVER,HISPANIC,F,MD,49,40,9,22.5,15
12/29/2017,No,02 - Automobile,2004,SILVER,HISPANIC,F,MD,49,40,9,22.5,15
12/29/2017,No,02 - Automobile,2004,SILVER,HISPANIC,F,MD,49,40,9,22.5,16
12/29/2017,No,02 - Automobile,2004,SILVER,HISPANIC,F,MD,49,40,9,22.5,16
12/29/2017,No,02 - Automobile,2008,BLACK,HISPANIC,M,VA,49,40,9,22.5,16
12/29/2017,No,02 - Automobile,2006,GRAY,BLACK,M,MD,49,40,9,22.5,16
12/29/2017,No,02 - Automobile,2006,GRAY,BLACK,M,MD,49,40,9,22.5,16
12/29/2017,No,02 - Automobile,2006,GRAY,BLACK,M,MD,44,35,9,25.71429,16
12/29/2017,No,02 - Automobile,2008,SILVER,HISPANIC,M,MD,60,30,30,100,23
12/29/2017,No,02 - Automobile,2008,SILVER,HISPANIC,M,MD,39,30,9,30,7
12/29/2017,No,02 - Automobile,2014,WHITE,HISPANIC,M,DC,39,30,9,30,8
12/29/2017,No,02 - Automobile,2014,WHITE,HISPANIC,M,DC,39,30,9,30,8
12/29/2017,No,02 - Automobile,2006,BLUE,HISPANIC,M,MD,39,30,9,30,8
12/29/2017,No,02 - Automobile,2006,BLUE,HISPANIC,M,MD,39,30,9,30,9
12/29/2017,No,02 - Automobile,2000,RED,ASIAN,F,MD,45,30,15,50,18
12/29/2017,No,02 - Automobile,2000,RED,ASIAN,F,MD,81,55,26,47.27273,10
12/29/2017,No,02 - Automobile,2017,BLUE,BLACK,M,MD,86,55,31,56.36364,13
12/29/2017,No,04 - Limousine,2009,SILVER,HISPANIC,M,MD,47,30,17,56.66667,22
12/29/2017,No,04 - Limousine,2009,SILVER,HISPANIC,M,MD,55,40,15,37.5,14
12/29/2017,No,02 - Automobile,2001,SILVER,HISPANIC,M,MD,49,30,19,63.33333,13
12/29/2017,No,02 - Automobile,2001,SILVER,HISPANIC,M,MD,64,55,9,16.36364,0
12/29/2017,No,02 - Automobile,2001,SILVER,HISPANIC,M,MD,75,55,20,36.36364,4
12/29/2017,No,02 - Automobile,2014,WHITE,OTHER,M,MD,49,40,9,22.5,5
12/29/2017,No,02 - Automobile,2006,BLACK,HISPANIC,F,MD,64,55,9,16.36364,11
12/29/2017,No,02 - Automobile,2012,GRAY,BLACK,M,MD,64,55,9,16.36364,12
12/29/2017,No,02 - Automobile,2006,BLACK,HISPANIC,F,MD,44,35,9,25.71429,7
12/29/2017,No,02 - Automobile,2006,BLACK,HISPANIC,F,MD,44,35,9,25.71429,7
12/29/2017,No,02 - Automobile,2011,GRAY,BLACK,F,MD,69,35,34,97.14286,9
12/29/2017,No,02 - Automobile,2011,GRAY,BLACK,F,MD,59,35,24,68.57143,9
12/29/2017,No,02 - Automobile,2011,GRAY,BLACK,F,MD,61,35,26,74.28571,10
12/29/2017,No,02 - Automobile,2009,SILVER,HISPANIC,M,MD,54,35,19,54.28571,10
12/29/2017,No,02 - Automobile,2009,SILVER,HISPANIC,M,MD,54,35,19,54.28571,10
12/29/2017,No,02 - Automobile,2003,MAROON,BLACK,M,MD,49,40,9,22.5,7
12/29/2017,No,02 - Automobile,2003,MAROON,BLACK,M,MD,49,40,9,22.5,8
12/29/2017,No,02 - Automobile,2003,MAROON,BLACK,M,MD,59,40,19,47.5,8
12/29/2017,No,02 - Automobile,2003,MAROON,BLACK,M,MD,80,55,25,45.45455,13
12/29/2017,No,02 - Automobile,2003,MAROON,BLACK,M,MD,49,40,9,22.5,10
12/29/2017,No,02 - Automobile,2003,MAROON,BLACK,M,MD,80,55,25,45.45455,13
12/29/2017,No,02 - Automobile,2003,MAROON,BLACK,M,MD,49,40,9,22.5,16
12/29/2017,No,02 - Automobile,2003,MAROON,BLACK,M,MD,85,55,30,54.54545,13
12/29/2017,No,02 - Automobile,2003,MAROON,BLACK,M,MD,49,40,9,22.5,16
12/29/2017,No,02 - Automobile,2006,RED,BLACK,M,MD,75,55,20,36.36364,16
12/29/2017,No,02 - Automobile,2006,RED,BLACK,M,MD,44,35,9,25.71429,15
12/29/2017,No,02 - Automobile,2006,RED,BLACK,M,MD,44,35,9,25.71429,15
12/29/2017,No,02 - Automobile,2018,BLUE,WHITE,M,MD,54,35,19,54.28571,15
12/29/2017,No,02 - Automobile,2017,SILVER,ASIAN,F,MD,44,35,9,25.71429,15
12/29/2017,No,02 - Automobile,2017,SILVER,ASIAN,F,MD,44,35,9,25.71429,16
12/29/2017,No,02 - Automobile,2015,RED,BLACK,F,MD,44,35,9,25.71429,16
12/29/2017,No,02 - Automobile,2017,BLACK,WHITE,F,MD,44,35,9,25.71429,16
12/29/2017,No,02 - Automobile,2015,RED,BLACK,F,MD,44,35,9,25.71429,16
12/29/2017,No,02 - Automobile,2009,SILVER,HISPANIC,M,VA,44,35,9,25.71429,16
12/29/2017,No,02 - Automobile,2009,SILVER,HISPANIC,M,VA,44,35,9,25.71429,16
12/29/2017,No,02 - Automobile,2009,SILVER,HISPANIC,M,VA,44,35,9,25.71429,17
12/29/2017,No,02 - Automobile,2017,SILVER,BLACK,M,MD,39,30,9,30,8
12/29/2017,No,02 - Automobile,2016,SILVER,BLACK,M,MD,39,30,9,30,8
12/29/2017,No,02 - Automobile,2009,SILVER,BLACK,F,DC,39,30,9,30,8
12/29/2017,No,02 - Automobile,2009,RED,OTHER,M,MD,39,30,9,30,8
12/29/2017,No,02 - Automobile,2009,RED,OTHER,M,MD,39,30,9,30,8
12/29/2017,No,02 - Automobile,2001,SILVER,WHITE,M,MD,47,30,17,56.66667,9
12/29/2017,No,02 - Automobile,2001,SILVER,WHITE,M,MD,49,30,19,63.33333,9
12/29/2017,No,03 - Station Wagon,2010,SILVER,ASIAN,M,MD,54,45,9,20,11
12/29/2017,No,02 - Automobile,2003,BLUE,BLACK,M,MD,54,45,9,20,12
12/29/2017,No,02 - Automobile,2003,BLUE,BLACK,M,MD,54,45,9,20,12
12/29/2017,No,02 - Automobile,2006,GRAY,HISPANIC,M,MD,54,45,9,20,12
12/29/2017,No,02 - Automobile,2006,GRAY,HISPANIC,M,MD,54,45,9,20,12
12/29/2017,No,02 - Automobile,2015,GRAY,OTHER,M,MD,45,30,15,50,23
12/29/2017,No,02 - Automobile,2006,SILVER,WHITE,M,DC,49,40,9,22.5,3
12/29/2017,No,02 - Automobile,2006,SILVER,WHITE,M,DC,48,35,13,37.14286,2
12/29/2017,No,02 - Automobile,2008,SILVER,OTHER,F,MD,44,35,9,25.71429,8
12/29/2017,No,02 - Automobile,2002,BLACK,BLACK,F,MD,44,35,9,25.71429,7
12/29/2017,No,02 - Automobile,2002,BLACK,BLACK,F,MD,44,35,9,25.71429,8
12/29/2017,No,02 - Automobile,2002,BLACK,BLACK,F,MD,44,35,9,25.71429,8
12/29/2017,No,02 - Automobile,2008,SILVER,OTHER,F,MD,80,55,25,45.45455,22
12/29/2017,No,02 - Automobile,2008,SILVER,OTHER,F,MD,64,55,9,16.36364,11
12/29/2017,No,02 - Automobile,2012,GRAY,HISPANIC,F,MD,69,60,9,15,12
12/29/2017,No,02 - Automobile,2012,GRAY,HISPANIC,F,MD,69,60,9,15,12
12/29/2017,No,02 - Automobile,2004,SILVER,WHITE,M,MD,55,30,25,83.33333,21
12/29/2017,No,02 - Automobile,2004,WHITE,HISPANIC,M,MD,88,45,43,95.55556,4
12/29/2017,No,02 - Automobile,2014,BLUE,BLACK,M,MD,88,45,43,95.55556,4
12/28/2017,No,02 - Automobile,2015,SILVER,BLACK,F,MD,49,40,9,22.5,8
12/28/2017,No,02 - Automobile,2008,WHITE,BLACK,M,MD,49,40,9,22.5,12
12/28/2017,No,02 - Automobile,2007,WHITE,WHITE,F,NC,64,55,9,16.36364,8
12/28/2017,No,02 - Automobile,2007,WHITE,WHITE,F,NC,34,25,9,36,8
12/28/2017,No,02 - Automobile,2015,BLACK,BLACK,M,MD,49,30,19,63.33333,9
12/28/2017,No,02 - Automobile,2007,WHITE,WHITE,F,NC,49,40,9,22.5,8
12/28/2017,No,02 - Automobile,2008,BLACK,HISPANIC,M,MD,49,40,9,22.5,8
12/28/2017,No,02 - Automobile,2015,BLUE,BLACK,F,MD,59,50,9,18,12
12/28/2017,No,02 - Automobile,2006,SILVER,HISPANIC,M,MD,44,35,9,25.71429,18
12/28/2017,No,02 - Automobile,2017,GRAY,WHITE,M,MD,54,45,9,20,20
12/28/2017,No,02 - Automobile,2018,WHITE,WHITE,M,MD,86,55,31,56.36364,15
12/28/2017,No,02 - Automobile,2018,WHITE,WHITE,M,MD,75,60,15,25,12
12/28/2017,No,02 - Automobile,2007,SILVER,HISPANIC,M,MD,44,35,9,25.71429,16
12/28/2017,No,02 - Automobile,2007,SILVER,HISPANIC,M,MD,58,35,23,65.71429,16
12/28/2017,No,02 - Automobile,2007,SILVER,HISPANIC,M,MD,44,35,9,25.71429,16
12/28/2017,No,02 - Automobile,2011,GRAY,WHITE,F,MD,44,35,9,25.71429,17
12/28/2017,No,02 - Automobile,2009,BLACK,BLACK,F,MD,44,35,9,25.71429,17
12/28/2017,No,02 - Automobile,2009,BLACK,BLACK,F,MD,44,35,9,25.71429,17
12/28/2017,No,02 - Automobile,2009,BLACK,BLACK,F,MD,55,35,20,57.14286,17
12/28/2017,No,02 - Automobile,2014,BLACK,BLACK,M,MD,44,35,9,25.71429,8
12/28/2017,No,02 - Automobile,2014,BLACK,BLACK,M,MD,44,35,9,25.71429,8
12/28/2017,No,02 - Automobile,2017,BLACK,HISPANIC,M,MD,44,35,9,25.71429,9
12/28/2017,No,02 - Automobile,2013,BLACK,BLACK,F,MD,44,35,9,25.71429,9
12/28/2017,No,02 - Automobile,2013,BLACK,BLACK,F,MD,39,30,9,30,11
12/28/2017,No,02 - Automobile,2005,SILVER,HISPANIC,M,MD,45,30,15,50,11
12/28/2017,No,02 - Automobile,2005,SILVER,HISPANIC,M,MD,54,45,9,20,8
12/28/2017,No,02 - Automobile,2005,SILVER,HISPANIC,M,MD,54,45,9,20,10
12/28/2017,No,02 - Automobile,2005,SILVER,HISPANIC,M,MD,54,45,9,20,10
12/28/2017,No,02 - Automobile,2005,SILVER,HISPANIC,M,MD,54,45,9,20,10
12/28/2017,No,02 - Automobile,2014,GRAY,BLACK,F,MD,54,45,9,20,10
12/28/2017,No,02 - Automobile,2017,BLUE,WHITE,M,MD,42,30,12,40,16
12/28/2017,No,02 - Automobile,2013,SILVER,HISPANIC,M,MD,45,30,15,50,16
12/28/2017,No,02 - Automobile,2002,RED,WHITE,M,MD,39,30,9,30,17
12/28/2017,No,02 - Automobile,2012,BLACK,WHITE,F,MD,49,30,19,63.33333,17
12/28/2017,No,02 - Automobile,2012,BLACK,WHITE,F,MD,44,30,14,46.66667,17
12/28/2017,No,02 - Automobile,2015,GRAY,WHITE,F,MD,39,30,9,30,17
12/28/2017,No,02 - Automobile,2006,BLACK,ASIAN,M,MD,39,30,9,30,17
12/28/2017,No,02 - Automobile,2013,SILVER,ASIAN,M,MD,34,25,9,36,19
12/28/2017,No,02 - Automobile,2009,WHITE,WHITE,M,MD,43,25,18,72,20
12/28/2017,No,02 - Automobile,2015,WHITE,WHITE,M,MD,39,25,14,56,21
12/28/2017,No,02 - Automobile,1998,SILVER,HISPANIC,M,MD,75,55,20,36.36364,4
12/28/2017,No,02 - Automobile,2008,SILVER,WHITE,M,MD,44,35,9,25.71429,8
12/28/2017,No,02 - Automobile,2008,SILVER,WHITE,M,MD,44,35,9,25.71429,8
12/28/2017,No,02 - Automobile,2011,WHITE,WHITE,M,MD,44,35,9,25.71429,9
12/28/2017,No,02 - Automobile,2011,WHITE,WHITE,M,MD,44,35,9,25.71429,9
12/28/2017,No,02 - Automobile,2008,BLACK,BLACK,M,MD,54,35,19,54.28571,9
12/28/2017,No,02 - Automobile,2008,BLACK,BLACK,M,MD,54,35,19,54.28571,9
12/28/2017,No,02 - Automobile,2016,BLACK,BLACK,M,MD,51,35,16,45.71429,1
12/28/2017,No,02 - Automobile,2017,BLACK,WHITE,M,MD,85,40,45,112.5,5
12/28/2017,No,02 - Automobile,2017,BLACK,WHITE,M,MD,41,35,6,17.14286,11
12/28/2017,No,02 - Automobile,2017,BLACK,WHITE,M,MD,72,30,42,140,11
12/28/2017,No,02 - Automobile,2012,WHITE,BLACK,M,MD,78,55,23,41.81818,10
12/28/2017,No,02 - Automobile,2012,WHITE,BLACK,M,MD,44,35,9,25.71429,10
12/28/2017,No,02 - Automobile,2012,WHITE,BLACK,M,MD,50,45,5,11.11111,12
12/28/2017,No,02 - Automobile,1990,RED,HISPANIC,M,MD,34,25,9,36,8
12/28/2017,No,02 - Automobile,1990,RED,HISPANIC,M,MD,61,45,16,35.55556,0
12/28/2017,No,02 - Automobile,2000,GREEN,BLACK,F,MD,80,45,35,77.77778,2
12/28/2017,No,02 - Automobile,2000,GREEN,BLACK,F,MD,39,30,9,30,9
12/28/2017,No,02 - Automobile,2002,SILVER,OTHER,F,MD,42,25,17,68,23
12/28/2017,No,02 - Automobile,2012,SILVER,WHITE,M,MD,39,25,14,56,23
12/28/2017,No,02 - Automobile,0,GRAY,WHITE,F,MD,44,35,9,25.71429,12
12/28/2017,No,02 - Automobile,0,GRAY,WHITE,F,MD,39,30,9,30,14
12/28/2017,No,02 - Automobile,2013,GRAY,BLACK,M,MD,49,30,19,63.33333,14
12/28/2017,No,02 - Automobile,2013,GRAY,BLACK,M,MD,47,30,17,56.66667,15
12/28/2017,No,02 - Automobile,2013,GRAY,BLACK,M,MD,50,30,20,66.66667,12
12/28/2017,No,02 - Automobile,2013,GRAY,BLACK,M,MD,55,40,15,37.5,14
12/28/2017,No,02 - Automobile,1994,WHITE,BLACK,M,MD,55,40,15,37.5,15
12/28/2017,No,02 - Automobile,2006,SILVER,WHITE,F,MD,55,40,15,37.5,15
12/28/2017,No,02 - Automobile,1994,WHITE,BLACK,M,MD,55,40,15,37.5,15
12/28/2017,No,02 - Automobile,2013,GRAY,BLACK,M,MD,55,40,15,37.5,15
12/28/2017,No,02 - Automobile,2013,GRAY,BLACK,M,MD,57,40,17,42.5,15
12/28/2017,No,02 - Automobile,2013,GRAY,BLACK,M,MD,57,40,17,42.5,15
12/28/2017,No,02 - Automobile,2006,BLUE,WHITE,M,MD,58,40,18,45,15
12/28/2017,No,02 - Automobile,2008,BLACK,HISPANIC,M,MD,56,40,16,40,15
12/28/2017,No,02 - Automobile,2008,BLACK,HISPANIC,M,MD,64,40,24,60,16
12/28/2017,No,02 - Automobile,2001,RED,OTHER,M,MD,44,35,9,25.71429,9
12/28/2017,No,02 - Automobile,2001,RED,OTHER,M,MD,44,35,9,25.71429,9
12/28/2017,No,02 - Automobile,2007,SILVER,WHITE,M,MD,44,35,9,25.71429,10
12/28/2017,No,02 - Automobile,2018,BLACK,BLACK,M,MD,75,50,25,50,17
12/28/2017,No,02 - Automobile,2013,"BLUE, DARK",BLACK,M,MD,63,45,18,40,16
12/28/2017,No,02 - Automobile,2013,"BLUE, DARK",BLACK,M,MD,58,45,13,28.88889,16
12/28/2017,No,02 - Automobile,2013,"BLUE, DARK",BLACK,M,MD,65,50,15,30,17
12/28/2017,No,02 - Automobile,2004,BEIGE,WHITE,M,MD,39,30,9,30,8
12/28/2017,No,02 - Automobile,2004,BEIGE,WHITE,M,MD,34,25,9,36,12
12/28/2017,No,02 - Automobile,2004,BEIGE,WHITE,M,MD,86,55,31,56.36364,2
12/28/2017,No,02 - Automobile,2005,BLACK,WHITE,M,MD,45,30,15,50,21
12/28/2017,No,02 - Automobile,2005,BLACK,WHITE,M,MD,57,30,27,90,22
12/28/2017,No,02 - Automobile,2005,BLACK,WHITE,M,MD,50,30,20,66.66667,19
12/28/2017,No,02 - Automobile,2009,BLACK,BLACK,M,MD,54,30,24,80,21
12/28/2017,No,02 - Automobile,2009,BLACK,BLACK,M,MD,55,40,15,37.5,2
12/28/2017,No,02 - Automobile,2014,"BLUE, LIGHT",BLACK,M,MD,76,55,21,38.18182,19
12/28/2017,No,02 - Automobile,1999,BLACK,ASIAN,M,MD,69,45,24,53.33333,1
12/28/2017,No,02 - Automobile,1999,BLACK,ASIAN,M,MD,85,55,30,54.54545,6
12/28/2017,No,02 - Automobile,1999,BLACK,ASIAN,M,MD,39,30,9,30,11
12/28/2017,No,02 - Automobile,2005,SILVER,WHITE,M,MD,39,30,9,30,11
12/28/2017,No,02 - Automobile,2004,WHITE,OTHER,M,MD,45,35,10,28.57143,13
12/28/2017,No,02 - Automobile,2004,WHITE,OTHER,M,MD,90,55,35,63.63636,22
12/28/2017,No,02 - Automobile,2004,WHITE,OTHER,M,MD,90,55,35,63.63636,22
12/28/2017,No,02 - Automobile,2016,WHITE,BLACK,M,MD,44,35,9,25.71429,22
12/28/2017,No,02 - Automobile,1995,RED,HISPANIC,M,MD,49,40,9,22.5,20
12/28/2017,No,02 - Automobile,1995,RED,HISPANIC,M,MD,64,55,9,16.36364,19
12/28/2017,No,02 - Automobile,1995,RED,HISPANIC,M,MD,71,40,31,77.5,0
12/28/2017,No,02 - Automobile,1995,RED,HISPANIC,M,MD,80,40,40,100,3
12/28/2017,No,02 - Automobile,2007,WHITE,WHITE,M,MD,85,55,30,54.54545,19
12/28/2017,No,02 - Automobile,2007,WHITE,WHITE,M,MD,44,35,9,25.71429,11
12/28/2017,No,02 - Automobile,2007,WHITE,WHITE,M,MD,44,35,9,25.71429,11
12/28/2017,No,02 - Automobile,2012,SILVER,BLACK,F,MD,44,35,9,25.71429,11
12/28/2017,No,02 - Automobile,2012,SILVER,BLACK,F,MD,58,45,13,28.88889,13
12/28/2017,No,02 - Automobile,2012,SILVER,BLACK,F,MD,62,45,17,37.77778,13
12/28/2017,No,02 - Automobile,2012,SILVER,BLACK,F,MD,50,30,20,66.66667,22
12/28/2017,No,02 - Automobile,2012,SILVER,BLACK,F,MD,43,30,13,43.33333,8
12/28/2017,No,02 - Automobile,2013,RED,BLACK,M,MD,65,50,15,30,9
12/28/2017,No,02 - Automobile,2005,BLACK,HISPANIC,M,MD,107,55,52,94.54545,0
12/28/2017,No,02 - Automobile,2013,RED,BLACK,M,MD,56,40,16,40,17
12/28/2017,No,02 - Automobile,2003,GREEN,WHITE,M,MD,60,40,20,50,17
12/28/2017,No,02 - Automobile,2010,BLUE,HISPANIC,F,MD,49,40,9,22.5,10
12/28/2017,No,02 - Automobile,2010,BLUE,HISPANIC,F,MD,59,40,19,47.5,10
12/28/2017,No,02 - Automobile,2010,BLUE,HISPANIC,F,MD,59,40,19,47.5,10
12/28/2017,No,02 - Automobile,2010,BLUE,HISPANIC,F,MD,59,40,19,47.5,10
12/28/2017,No,02 - Automobile,1999,WHITE,HISPANIC,F,MD,49,40,9,22.5,10
12/28/2017,No,02 - Automobile,1999,WHITE,HISPANIC,F,MD,75,55,20,36.36364,12
12/28/2017,No,02 - Automobile,2008,GRAY,ASIAN,M,MD,44,35,9,25.71429,18
12/28/2017,No,02 - Automobile,2007,WHITE,BLACK,F,MD,49,40,9,22.5,12
12/28/2017,No,02 - Automobile,2007,WHITE,BLACK,F,MD,49,40,9,22.5,12
12/28/2017,No,02 - Automobile,2015,BLUE,WHITE,F,MD,44,35,9,25.71429,13
12/28/2017,No,02 - Automobile,2015,BLUE,WHITE,F,MD,44,35,9,25.71429,13
12/28/2017,No,02 - Automobile,2015,GRAY,WHITE,M,MD,44,35,9,25.71429,13
12/28/2017,No,02 - Automobile,2015,GRAY,WHITE,M,MD,44,35,9,25.71429,17
12/28/2017,No,02 - Automobile,2001,"GREEN, DK",BLACK,M,MD,67,35,32,91.42857,17
12/28/2017,No,02 - Automobile,2001,"GREEN, DK",BLACK,M,MD,64,55,9,16.36364,5
12/28/2017,No,02 - Automobile,2001,"GREEN, DK",BLACK,M,MD,39,30,9,30,7
12/28/2017,No,02 - Automobile,2001,"GREEN, DK",BLACK,M,MD,44,35,9,25.71429,8
12/28/2017,No,02 - Automobile,2001,"GREEN, DK",BLACK,M,MD,44,35,9,25.71429,8
