Date_Of_Stop,work_zone,vehicle_type,vehicle_year,vehicle_color,race,gender,driver_state,speed,speed_limit,speed_over,percentage_over_limit,hour_of_day
12/20/2017,No,02 - Automobile,2006,BLACK,HISPANIC,F,MD,74,55,19,34.54545,0
12/20/2017,No,02 - Automobile,2003,WHITE,HISPANIC,F,MD,51,30,21,70,18
12/20/2017,No,02 - Automobile,2003,WHITE,HISPANIC,F,MD,49,40,9,22.5,21
12/20/2017,No,02 - Automobile,2007,BLACK,BLACK,F,MD,49,40,9,22.5,21
12/20/2017,No,02 - Automobile,2007,BLACK,BLACK,F,MD,49,40,9,22.5,17
12/20/2017,No,02 - Automobile,2001,GRAY,WHITE,F,DC,46,30,16,53.33333,23
12/20/2017,No,02 - Automobile,2001,GRAY,WHITE,F,DC,49,40,9,22.5,9
12/20/2017,No,02 - Automobile,1990,RED,BLACK,M,MD,87,60,27,45,22
12/20/2017,No,02 - Automobile,1990,RED,BLACK,M,MD,52,30,22,73.33333,0
12/20/2017,No,02 - Automobile,2003,SILVER,HISPANIC,F,MD,67,40,27,67.5,4
12/20/2017,No,02 - Automobile,2003,SILVER,HISPANIC,F,MD,82,45,37,82.22222,1
12/20/2017,No,02 - Automobile,2002,WHITE,HISPANIC,M,MD,54,35,19,54.28571,1
12/20/2017,No,02 - Automobile,2015,BLACK,BLACK,F,MD,34,25,9,36,22
12/20/2017,No,02 - Automobile,2015,BLACK,BLACK,F,MD,56,40,16,40,20
12/20/2017,No,02 - Automobile,2002,WHITE,HISPANIC,M,MD,59,40,19,47.5,21
12/20/2017,No,02 - Automobile,2004,ORANGE,WHITE,M,VA,56,40,16,40,21
12/20/2017,No,02 - Automobile,2004,ORANGE,WHITE,M,VA,56,40,16,40,22
12/20/2017,No,02 - Automobile,2016,WHITE,BLACK,M,MD,60,40,20,50,8
12/20/2017,No,02 - Automobile,2016,WHITE,BLACK,M,MD,39,30,9,30,22
12/20/2017,No,02 - Automobile,2016,WHITE,BLACK,M,MD,49,30,19,63.33333,22
12/20/2017,No,02 - Automobile,1999,BLACK,WHITE,F,MD,45,30,15,50,23
12/20/2017,No,01 - Motorcycle,2014,WHITE,BLACK,M,MD,45,30,15,50,23
12/20/2017,No,01 - Motorcycle,2014,WHITE,BLACK,M,MD,41,30,11,36.66667,23
12/20/2017,No,01 - Motorcycle,2014,WHITE,BLACK,M,MD,90,55,35,63.63636,22
12/20/2017,No,01 - Motorcycle,2014,WHITE,BLACK,M,MD,80,55,25,45.45455,9
12/20/2017,No,01 - Motorcycle,2014,WHITE,BLACK,M,MD,54,45,9,20,11
12/20/2017,No,02 - Automobile,1997,MAROON,BLACK,M,MD,39,30,9,30,13
12/20/2017,No,02 - Automobile,1997,MAROON,BLACK,M,MD,55,30,25,83.33333,21
12/20/2017,No,02 - Automobile,1997,MAROON,BLACK,M,MD,47,30,17,56.66667,21
12/20/2017,No,02 - Automobile,1997,MAROON,BLACK,M,MD,49,40,9,22.5,22
12/20/2017,No,02 - Automobile,1997,MAROON,BLACK,M,MD,60,40,20,50,19
12/20/2017,No,02 - Automobile,1997,MAROON,BLACK,M,MD,74,40,34,85,19
12/20/2017,No,02 - Automobile,2002,TAN,WHITE,M,MD,81,40,41,102.5,19
12/20/2017,No,02 - Automobile,2016,GRAY,HISPANIC,M,MD,65,55,10,18.18182,21
12/20/2017,No,02 - Automobile,2016,GRAY,HISPANIC,M,MD,50,40,10,25,20
12/20/2017,No,02 - Automobile,2017,SILVER,OTHER,M,VA,52,35,17,48.57143,23
12/20/2017,No,02 - Automobile,2017,SILVER,OTHER,M,VA,64,45,19,42.22222,22
12/20/2017,No,02 - Automobile,2007,SILVER,WHITE,M,MD,64,45,19,42.22222,22
12/20/2017,No,05 - Light Duty Truck,2016,WHITE,ASIAN,F,MD,65,45,20,44.44444,14
12/20/2017,No,05 - Light Duty Truck,2016,WHITE,ASIAN,F,MD,61,45,16,35.55556,21
12/20/2017,No,02 - Automobile,2013,BLACK,BLACK,M,MD,60,45,15,33.33333,22
12/20/2017,No,02 - Automobile,2013,BLACK,BLACK,M,MD,60,40,20,50,20
12/20/2017,No,02 - Automobile,2013,BLACK,BLACK,M,MD,39,30,9,30,11
12/20/2017,No,02 - Automobile,2018,GRAY,WHITE,F,MD,39,30,9,30,11
12/20/2017,No,02 - Automobile,2008,RED,HISPANIC,M,MD,85,60,25,41.66667,13
12/20/2017,No,02 - Automobile,2000,GREEN,HISPANIC,F,MD,69,60,9,15,13
12/20/2017,No,02 - Automobile,2009,BEIGE,BLACK,F,MD,80,60,20,33.33333,13
12/20/2017,No,02 - Automobile,2009,BEIGE,BLACK,F,MD,69,60,9,15,14
12/20/2017,No,02 - Automobile,2001,BLACK,HISPANIC,M,MD,69,60,9,15,16
12/20/2017,No,02 - Automobile,2007,BLACK,OTHER,F,MD,69,60,9,15,17
12/20/2017,No,02 - Automobile,2007,BLACK,OTHER,F,MD,49,30,19,63.33333,21
12/20/2017,No,02 - Automobile,2017,BLUE,WHITE,M,MD,48,30,18,60,21
12/20/2017,No,02 - Automobile,2010,SILVER,ASIAN,M,MD,57,30,27,90,21
12/20/2017,No,02 - Automobile,1992,GRAY,OTHER,M,MD,45,30,15,50,22
12/20/2017,No,02 - Automobile,1992,GRAY,OTHER,M,MD,49,40,9,22.5,14
12/20/2017,No,02 - Automobile,2007,"BLUE, DARK",WHITE,M,WV,54,45,9,20,19
12/20/2017,No,02 - Automobile,2013,RED,BLACK,F,MD,48,40,8,20,2
12/20/2017,No,02 - Automobile,2013,RED,BLACK,F,MD,34,25,9,36,22
12/20/2017,No,02 - Automobile,2016,BLUE,WHITE,M,MD,58,40,18,45,23
12/20/2017,No,02 - Automobile,2003,GRAY,BLACK,M,MD,62,40,22,55,23
12/20/2017,No,05 - Light Duty Truck,2017,RED,ASIAN,M,MD,57,40,17,42.5,23
12/20/2017,No,02 - Automobile,2008,BLACK,ASIAN,F,VA,56,40,16,40,8
12/20/2017,No,02 - Automobile,2008,SILVER,HISPANIC,M,MD,44,35,9,25.71429,9
12/20/2017,No,02 - Automobile,2015,BLACK,BLACK,M,MD,44,35,9,25.71429,9
12/20/2017,No,02 - Automobile,2014,RED,HISPANIC,M,MD,49,40,9,22.5,13
12/20/2017,No,02 - Automobile,2015,GRAY,OTHER,F,MD,49,40,9,22.5,8
12/20/2017,No,03 - Station Wagon,2017,WHITE,OTHER,M,MD,49,40,9,22.5,8
12/20/2017,No,02 - Automobile,1996,SILVER,WHITE,M,MD,49,40,9,22.5,8
12/20/2017,No,02 - Automobile,2016,WHITE,BLACK,M,WY,64,55,9,16.36364,9
12/20/2017,No,02 - Automobile,2007,SILVER,HISPANIC,M,MD,66,45,21,46.66667,16
12/20/2017,No,02 - Automobile,2002,BLACK,BLACK,F,MD,64,45,19,42.22222,17
12/20/2017,No,02 - Automobile,2002,BLACK,BLACK,F,MD,64,55,9,16.36364,11
12/20/2017,No,02 - Automobile,2002,BLACK,BLACK,F,MD,64,55,9,16.36364,11
12/20/2017,No,02 - Automobile,2011,GRAY,HISPANIC,M,MD,64,55,9,16.36364,11
12/20/2017,No,20 - Commercial Rig,2003,"GREEN, LGT",WHITE,M,MD,58,40,18,45,7
12/20/2017,No,02 - Automobile,2007,BLUE,OTHER,F,MD,59,40,19,47.5,8
12/20/2017,No,02 - Automobile,2005,GREEN,BLACK,M,MD,59,40,19,47.5,8
12/20/2017,No,02 - Automobile,2005,GREEN,BLACK,M,MD,69,50,19,38,8
12/20/2017,No,02 - Automobile,2003,BLACK,BLACK,F,MD,69,50,19,38,8
12/20/2017,No,02 - Automobile,2013,"BLUE, LIGHT",ASIAN,F,MD,73,55,18,32.72727,9
12/20/2017,No,02 - Automobile,2006,"BLUE, LIGHT",BLACK,F,DC,84,55,29,52.72727,9
12/20/2017,No,02 - Automobile,2006,"BLUE, LIGHT",BLACK,F,DC,34,25,9,36,6
12/20/2017,No,02 - Automobile,2012,BLACK,HISPANIC,M,MD,34,25,9,36,7
12/20/2017,No,02 - Automobile,2014,BLACK,WHITE,M,MD,39,30,9,30,8
12/20/2017,No,02 - Automobile,2015,GRAY,WHITE,F,MD,39,30,9,30,8
12/20/2017,No,02 - Automobile,2015,GRAY,WHITE,F,MD,48,30,18,60,9
12/20/2017,No,02 - Automobile,2015,GRAY,WHITE,F,MD,39,30,9,30,9
12/20/2017,No,02 - Automobile,2015,GRAY,WHITE,F,MD,39,30,9,30,10
12/20/2017,No,02 - Automobile,2015,GRAY,WHITE,F,MD,62,45,17,37.77778,7
12/20/2017,No,02 - Automobile,2015,GRAY,WHITE,F,MD,62,45,17,37.77778,8
12/20/2017,No,02 - Automobile,2014,BLACK,WHITE,M,MD,60,45,15,33.33333,8
12/20/2017,No,02 - Automobile,2014,BLACK,BLACK,M,MD,64,45,19,42.22222,8
12/20/2017,No,02 - Automobile,1999,TAN,OTHER,F,MD,61,45,16,35.55556,9
12/20/2017,No,02 - Automobile,1999,TAN,OTHER,F,MD,53,35,18,51.42857,9
12/20/2017,No,02 - Automobile,1999,TAN,OTHER,F,MD,52,35,17,48.57143,9
12/20/2017,No,02 - Automobile,2007,BLUE,BLACK,F,MD,72,55,17,30.90909,12
12/20/2017,No,02 - Automobile,2016,BLACK,WHITE,M,MD,76,55,21,38.18182,12
12/20/2017,No,19 - Moped,2014,BLACK,BLACK,M,MD,70,55,15,27.27273,13
12/20/2017,No,02 - Automobile,2009,BLACK,HISPANIC,M,MD,44,35,9,25.71429,17
12/20/2017,No,02 - Automobile,2009,BLACK,HISPANIC,M,MD,60,40,20,50,18
12/20/2017,No,02 - Automobile,2009,BLACK,HISPANIC,M,MD,58,40,18,45,18
12/20/2017,No,02 - Automobile,2002,GOLD,OTHER,F,VA,49,40,9,22.5,18
12/20/2017,No,02 - Automobile,2002,GOLD,OTHER,F,VA,49,40,9,22.5,18
12/20/2017,No,02 - Automobile,2002,GOLD,OTHER,F,VA,64,55,9,16.36364,1
12/20/2017,No,05 - Light Duty Truck,2014,BLACK,WHITE,F,MD,65,45,20,44.44444,21
12/20/2017,No,02 - Automobile,2008,WHITE,HISPANIC,M,MD,56,40,16,40,21
12/20/2017,No,02 - Automobile,2008,WHITE,HISPANIC,M,MD,52,30,22,73.33333,23
12/20/2017,No,02 - Automobile,2017,WHITE,BLACK,F,DC,65,35,30,85.71429,22
12/20/2017,No,02 - Automobile,2017,WHITE,BLACK,F,DC,49,40,9,22.5,10
12/20/2017,No,02 - Automobile,2005,GRAY,WHITE,F,MD,49,40,9,22.5,11
12/20/2017,No,02 - Automobile,2005,"GREEN, LGT",WHITE,M,MD,54,45,9,20,11
12/20/2017,No,02 - Automobile,2005,"GREEN, LGT",WHITE,M,MD,55,45,10,22.22222,14
12/20/2017,No,02 - Automobile,2009,WHITE,WHITE,F,MD,36,25,11,44,16
12/20/2017,No,02 - Automobile,2013,GOLD,BLACK,F,NC,50,30,20,66.66667,19
12/20/2017,No,06 - Heavy Duty Truck,2014,BLACK,WHITE,M,MD,46,30,16,53.33333,22
12/20/2017,No,06 - Heavy Duty Truck,2014,BLACK,WHITE,M,MD,80,55,25,45.45455,12
12/20/2017,No,02 - Automobile,2016,MAROON,BLACK,M,MD,66,40,26,65,19
12/20/2017,No,02 - Automobile,2009,WHITE,OTHER,M,MD,64,40,24,60,19
12/20/2017,No,02 - Automobile,2009,WHITE,OTHER,M,MD,63,40,23,57.5,20
12/20/2017,No,02 - Automobile,2017,BLACK,OTHER,F,MD,49,40,9,22.5,11
12/20/2017,No,02 - Automobile,2017,BLACK,OTHER,F,MD,64,55,9,16.36364,2
12/20/2017,No,02 - Automobile,2017,WHITE,WHITE,M,MD,50,35,15,42.85714,8
12/20/2017,No,02 - Automobile,2017,BLACK,OTHER,F,MD,64,45,19,42.22222,22
12/20/2017,No,02 - Automobile,2010,BLACK,BLACK,F,MD,59,45,14,31.11111,22
12/20/2017,No,02 - Automobile,2010,BLACK,BLACK,F,MD,69,60,9,15,6
12/20/2017,No,02 - Automobile,2010,BLACK,BLACK,F,MD,50,35,15,42.85714,8
12/20/2017,No,02 - Automobile,2010,BLACK,BLACK,F,MD,47,30,17,56.66667,23
12/20/2017,No,02 - Automobile,2010,BLACK,BLACK,F,MD,39,30,9,30,23
12/20/2017,No,02 - Automobile,2010,BLACK,BLACK,F,MD,45,30,15,50,0
12/20/2017,No,02 - Automobile,2010,BLACK,BLACK,F,MD,39,30,9,30,18
12/20/2017,No,28 - Other,2015,GRAY,WHITE,F,MD,51,30,21,70,19
12/20/2017,No,28 - Other,2015,GRAY,WHITE,F,MD,62,40,22,55,19
12/20/2017,No,02 - Automobile,2011,SILVER,WHITE,F,MD,80,55,25,45.45455,9
12/20/2017,No,02 - Automobile,2017,GRAY,WHITE,F,MD,73,55,18,32.72727,9
12/20/2017,No,02 - Automobile,2014,BLACK,BLACK,M,MD,75,55,20,36.36364,9
12/20/2017,No,02 - Automobile,2006,BLACK,WHITE,M,MD,76,55,21,38.18182,9
12/20/2017,No,02 - Automobile,2018,GRAY,WHITE,F,VA,49,40,9,22.5,11
12/20/2017,No,02 - Automobile,2013,RED,HISPANIC,M,MD,73,45,28,62.22222,9
12/20/2017,No,02 - Automobile,2013,RED,HISPANIC,M,MD,49,40,9,22.5,9
12/20/2017,No,02 - Automobile,2013,RED,HISPANIC,M,MD,49,40,9,22.5,9
12/20/2017,No,02 - Automobile,2008,GRAY,HISPANIC,M,MD,49,40,9,22.5,9
12/20/2017,No,02 - Automobile,2004,BLACK,ASIAN,M,MD,68,50,18,36,8
12/20/2017,No,02 - Automobile,2009,SILVER,BLACK,M,MD,68,50,18,36,8
12/20/2017,No,02 - Automobile,2016,GRAY,HISPANIC,M,MD,74,55,19,34.54545,9
12/20/2017,No,02 - Automobile,2010,WHITE,BLACK,F,VA,74,55,19,34.54545,9
12/20/2017,No,02 - Automobile,2010,WHITE,BLACK,F,VA,74,55,19,34.54545,9
12/20/2017,No,02 - Automobile,2010,WHITE,BLACK,F,VA,74,55,19,34.54545,9
12/20/2017,No,02 - Automobile,2010,WHITE,BLACK,F,VA,44,35,9,25.71429,6
12/20/2017,No,02 - Automobile,2010,WHITE,BLACK,F,VA,44,35,9,25.71429,7
12/20/2017,No,02 - Automobile,2002,BLACK,WHITE,F,MD,44,35,9,25.71429,7
12/20/2017,No,02 - Automobile,2010,WHITE,WHITE,M,MD,66,40,26,65,7
12/20/2017,No,02 - Automobile,2010,WHITE,WHITE,M,MD,60,40,20,50,7
12/20/2017,No,02 - Automobile,2011,RED,BLACK,M,MD,58,40,18,45,7
12/20/2017,No,05 - Light Duty Truck,2017,WHITE,BLACK,M,MD,65,40,25,62.5,7
12/20/2017,No,02 - Automobile,2011,SILVER,BLACK,M,MD,63,40,23,57.5,8
12/20/2017,No,02 - Automobile,2011,SILVER,BLACK,M,MD,61,40,21,52.5,8
12/20/2017,No,02 - Automobile,2011,SILVER,BLACK,M,MD,59,40,19,47.5,8
12/20/2017,No,02 - Automobile,2011,WHITE,WHITE,F,MD,61,40,21,52.5,9
12/20/2017,No,02 - Automobile,2015,BLACK,WHITE,M,MD,56,40,16,40,9
12/20/2017,No,02 - Automobile,2015,BLACK,WHITE,M,MD,58,40,18,45,9
12/20/2017,No,02 - Automobile,2010,GRAY,WHITE,F,MD,59,40,19,47.5,9
12/20/2017,No,02 - Automobile,2010,GRAY,WHITE,F,MD,66,40,26,65,9
12/20/2017,No,02 - Automobile,2010,GRAY,WHITE,F,MD,57,40,17,42.5,10
12/20/2017,No,02 - Automobile,2017,GOLD,HISPANIC,M,MD,57,40,17,42.5,10
12/20/2017,No,02 - Automobile,1996,GOLD,WHITE,M,MD,59,40,19,47.5,10
12/20/2017,No,02 - Automobile,1996,GOLD,WHITE,M,MD,66,40,26,65,10
12/20/2017,No,02 - Automobile,2015,SILVER,HISPANIC,M,MD,59,40,19,47.5,10
12/20/2017,No,28 - Other,2007,GREEN,WHITE,F,MD,57,40,17,42.5,10
12/20/2017,No,28 - Other,2007,GREEN,WHITE,F,MD,60,40,20,50,10
12/20/2017,No,02 - Automobile,2002,"BLUE, DARK",WHITE,F,MD,57,40,17,42.5,11
12/20/2017,No,02 - Automobile,2002,"BLUE, DARK",WHITE,F,MD,39,30,9,30,6
12/20/2017,No,05 - Light Duty Truck,2008,"GREEN, DK",HISPANIC,M,MD,39,30,9,30,6
12/20/2017,No,02 - Automobile,2017,YELLOW,HISPANIC,M,MD,81,55,26,47.27273,12
12/20/2017,No,02 - Automobile,2002,"BLUE, DARK",WHITE,F,MD,63,45,18,40,22
12/20/2017,No,03 - Station Wagon,2003,WHITE,HISPANIC,M,MD,66,55,11,20,11
12/20/2017,No,28 - Other,2017,GRAY,OTHER,M,MD,39,30,9,30,20
12/20/2017,No,03 - Station Wagon,2003,WHITE,HISPANIC,M,MD,39,30,9,30,21
12/20/2017,No,02 - Automobile,2003,BLACK,WHITE,M,MD,39,30,9,30,21
12/20/2017,No,02 - Automobile,2003,BLACK,WHITE,M,MD,54,45,9,20,9
12/20/2017,No,02 - Automobile,2003,BLACK,WHITE,M,MD,54,45,9,20,9
12/20/2017,No,02 - Automobile,2015,BLUE,WHITE,F,MD,54,45,9,20,12
12/20/2017,No,02 - Automobile,2015,BLUE,WHITE,F,MD,74,55,19,34.54545,14
12/20/2017,No,02 - Automobile,2009,WHITE,HISPANIC,F,MD,45,30,15,50,11
12/20/2017,No,02 - Automobile,2016,GRAY,OTHER,U,OK,49,30,19,63.33333,23
12/20/2017,No,02 - Automobile,2016,GRAY,OTHER,U,OK,45,30,15,50,23
12/20/2017,No,02 - Automobile,2016,GRAY,OTHER,U,OK,54,30,24,80,22
12/20/2017,No,02 - Automobile,2018,WHITE,BLACK,M,MD,49,40,9,22.5,10
12/20/2017,No,02 - Automobile,2018,WHITE,BLACK,M,MD,51,40,11,27.5,11
12/20/2017,No,02 - Automobile,2008,WHITE,WHITE,F,MD,49,35,14,40,1
12/20/2017,No,02 - Automobile,2013,WHITE,ASIAN,F,MD,61,45,16,35.55556,21
12/20/2017,No,02 - Automobile,2012,BLACK,BLACK,F,MD,54,45,9,20,20
12/20/2017,No,02 - Automobile,2012,BLACK,BLACK,F,MD,59,45,14,31.11111,20
12/20/2017,No,05 - Light Duty Truck,2016,YELLOW,WHITE,M,MD,51,30,21,70,23
12/20/2017,No,05 - Light Duty Truck,2016,YELLOW,WHITE,M,MD,50,30,20,66.66667,11
12/20/2017,No,05 - Light Duty Truck,2016,YELLOW,WHITE,M,MD,49,40,9,22.5,9
12/20/2017,No,02 - Automobile,2000,BLACK,BLACK,M,DC,49,40,9,22.5,9
12/20/2017,No,02 - Automobile,2000,BLACK,BLACK,M,DC,49,40,9,22.5,10
12/20/2017,No,02 - Automobile,2000,BLACK,BLACK,M,DC,39,30,9,30,10
12/20/2017,No,02 - Automobile,2010,WHITE,BLACK,F,MD,49,40,9,22.5,6
12/20/2017,No,02 - Automobile,2010,WHITE,BLACK,F,MD,64,55,9,16.36364,9
12/20/2017,No,02 - Automobile,2010,WHITE,BLACK,F,MD,64,55,9,16.36364,9
12/20/2017,No,02 - Automobile,2010,WHITE,BLACK,F,MD,64,55,9,16.36364,13
12/20/2017,No,02 - Automobile,2010,WHITE,BLACK,F,MD,64,55,9,16.36364,13
12/20/2017,No,02 - Automobile,2010,WHITE,BLACK,F,MD,44,35,9,25.71429,13
12/20/2017,No,02 - Automobile,2010,WHITE,BLACK,F,MD,46,30,16,53.33333,10
12/20/2017,No,02 - Automobile,2010,WHITE,BLACK,F,MD,63,50,13,26,13
12/20/2017,No,02 - Automobile,2010,WHITE,BLACK,F,MD,65,50,15,30,13
12/20/2017,No,02 - Automobile,2010,WHITE,BLACK,F,MD,56,40,16,40,7
12/20/2017,No,02 - Automobile,2007,BEIGE,BLACK,M,MD,58,40,18,45,7
12/20/2017,No,02 - Automobile,2007,BEIGE,BLACK,M,MD,59,40,19,47.5,7
12/20/2017,No,02 - Automobile,2007,BEIGE,BLACK,M,MD,59,40,19,47.5,8
12/20/2017,No,02 - Automobile,2012,BLUE,WHITE,M,MD,69,40,29,72.5,8
12/20/2017,No,02 - Automobile,2012,BLUE,WHITE,M,MD,69,50,19,38,9
12/20/2017,No,02 - Automobile,2002,BLACK,BLACK,F,MD,52,30,22,73.33333,10
12/20/2017,No,02 - Automobile,2002,BLACK,BLACK,F,MD,46,30,16,53.33333,10
12/20/2017,No,02 - Automobile,2002,BLACK,BLACK,F,MD,79,55,24,43.63636,10
12/20/2017,No,02 - Automobile,2002,BLACK,BLACK,F,MD,39,30,9,30,6
12/20/2017,No,02 - Automobile,2009,BLACK,WHITE,M,MD,39,30,9,30,7
12/20/2017,No,02 - Automobile,2010,GRAY,WHITE,M,MD,39,30,9,30,7
12/20/2017,No,02 - Automobile,2015,WHITE,WHITE,F,MD,39,30,9,30,8
12/20/2017,No,02 - Automobile,2010,GOLD,WHITE,M,MD,52,35,17,48.57143,7
12/20/2017,No,02 - Automobile,2013,BLACK,HISPANIC,F,MD,51,35,16,45.71429,8
12/20/2017,No,02 - Automobile,2013,BLACK,HISPANIC,F,MD,50,35,15,42.85714,8
12/20/2017,No,02 - Automobile,1993,PURPLE,BLACK,M,MD,52,35,17,48.57143,8
12/20/2017,No,02 - Automobile,1993,PURPLE,BLACK,M,MD,50,35,15,42.85714,8
12/20/2017,No,02 - Automobile,1993,PURPLE,BLACK,M,MD,64,55,9,16.36364,15
12/20/2017,No,03 - Station Wagon,2001,"BLUE, DARK",WHITE,M,MD,43,25,18,72,7
12/20/2017,No,02 - Automobile,2016,WHITE,WHITE,M,MD,41,25,16,64,7
12/20/2017,No,03 - Station Wagon,1998,GREEN,WHITE,M,MD,45,25,20,80,7
12/20/2017,No,02 - Automobile,2013,GRAY,WHITE,F,MD,41,25,16,64,7
12/20/2017,No,02 - Automobile,2010,SILVER,WHITE,F,MD,40,25,15,60,7
12/20/2017,No,02 - Automobile,2010,SILVER,WHITE,F,MD,40,25,15,60,7
12/20/2017,No,02 - Automobile,2015,GRAY,WHITE,F,MD,43,25,18,72,7
12/20/2017,No,02 - Automobile,2015,GRAY,WHITE,F,MD,43,25,18,72,7
12/20/2017,No,02 - Automobile,2015,GRAY,WHITE,F,MD,41,25,16,64,7
12/20/2017,No,02 - Automobile,2015,GRAY,WHITE,M,MD,41,25,16,64,7
12/20/2017,No,05 - Light Duty Truck,1996,"GREEN, DK",BLACK,M,MD,40,25,15,60,7
12/20/2017,No,02 - Automobile,2017,BLACK,BLACK,F,MD,50,30,20,66.66667,5
12/20/2017,No,28 - Other,2018,BLACK,BLACK,M,PA,39,30,9,30,10
12/20/2017,No,28 - Other,2018,BLACK,BLACK,M,PA,39,30,9,30,10
12/20/2017,No,28 - Other,2018,BLACK,BLACK,M,PA,39,30,9,30,11
12/20/2017,No,02 - Automobile,2010,BLACK,HISPANIC,M,MD,39,30,9,30,11
12/20/2017,No,02 - Automobile,2010,BLACK,HISPANIC,M,MD,39,30,9,30,11
12/20/2017,No,02 - Automobile,2010,BLACK,HISPANIC,M,MD,64,35,29,82.85714,6
12/20/2017,No,05 - Light Duty Truck,1997,RED,HISPANIC,M,MD,60,45,15,33.33333,22
12/20/2017,No,05 - Light Duty Truck,2008,BLACK,WHITE,M,MD,62,45,17,37.77778,23
12/20/2017,No,05 - Light Duty Truck,2008,BLACK,WHITE,M,MD,40,25,15,60,19
12/20/2017,No,05 - Light Duty Truck,2008,BLACK,WHITE,M,MD,48,40,8,20,23
12/20/2017,No,02 - Automobile,2002,WHITE,BLACK,M,MD,44,35,9,25.71429,17
12/20/2017,No,28 - Other,2012,SILVER,WHITE,F,MD,51,35,16,45.71429,18
12/20/2017,No,28 - Other,2012,SILVER,WHITE,F,MD,49,35,14,40,16
12/20/2017,No,02 - Automobile,2002,SILVER,BLACK,M,MD,34,25,9,36,6
12/20/2017,No,02 - Automobile,2006,SILVER,BLACK,F,MD,34,25,9,36,6
12/20/2017,No,02 - Automobile,2010,BLACK,HISPANIC,M,MD,49,40,9,22.5,9
12/20/2017,No,02 - Automobile,2010,BLACK,HISPANIC,M,MD,59,40,19,47.5,10
12/20/2017,No,02 - Automobile,2013,BLACK,HISPANIC,F,MD,54,45,9,20,0
12/20/2017,No,02 - Automobile,2011,SILVER,WHITE,F,MD,75,55,20,36.36364,21
12/20/2017,No,02 - Automobile,2004,"GREEN, LGT",ASIAN,F,MD,59,50,9,18,15
12/20/2017,No,02 - Automobile,2016,BLACK,WHITE,F,MD,49,40,9,22.5,9
12/20/2017,No,02 - Automobile,2004,SILVER,HISPANIC,M,MD,39,30,9,30,14
12/20/2017,No,05 - Light Duty Truck,2018,BLACK,WHITE,M,MD,56,40,16,40,9
12/20/2017,No,02 - Automobile,2006,RED,HISPANIC,M,MD,39,30,9,30,6
12/20/2017,No,02 - Automobile,2015,BLACK,WHITE,M,MD,39,30,9,30,6
12/20/2017,No,05 - Light Duty Truck,2015,SILVER,WHITE,M,MD,49,30,19,63.33333,7
12/20/2017,No,02 - Automobile,2016,RED,WHITE,M,MD,39,30,9,30,7
12/20/2017,No,02 - Automobile,1997,GRAY,BLACK,M,MD,39,30,9,30,8
12/20/2017,No,02 - Automobile,2011,"BLUE, DARK",WHITE,M,MD,39,30,9,30,8
12/20/2017,No,02 - Automobile,2011,"BLUE, DARK",WHITE,M,MD,39,30,9,30,8
12/20/2017,No,02 - Automobile,2011,"BLUE, DARK",WHITE,M,MD,45,30,15,50,7
12/20/2017,No,03 - Station Wagon,2015,WHITE,BLACK,F,MD,52,30,22,73.33333,13
12/20/2017,No,02 - Automobile,2010,BLUE,WHITE,M,MD,49,40,9,22.5,22
12/20/2017,No,02 - Automobile,2016,SILVER,BLACK,F,VA,39,30,9,30,21
12/20/2017,No,02 - Automobile,2016,SILVER,BLACK,F,VA,64,55,9,16.36364,13
12/20/2017,No,02 - Automobile,2016,GOLD,BLACK,F,VA,74,55,19,34.54545,14
12/20/2017,No,02 - Automobile,2006,WHITE,HISPANIC,M,MD,80,55,25,45.45455,22
12/20/2017,No,02 - Automobile,2006,WHITE,HISPANIC,M,MD,54,45,9,20,12
12/20/2017,No,02 - Automobile,2010,BLUE,BLACK,F,MD,57,40,17,42.5,22
12/20/2017,No,02 - Automobile,2001,GREEN,HISPANIC,M,MD,80,55,25,45.45455,9
12/20/2017,No,02 - Automobile,2001,GREEN,HISPANIC,M,MD,34,25,9,36,23
12/20/2017,No,05 - Light Duty Truck,2001,TAN,HISPANIC,M,MD,54,25,29,116,23
12/20/2017,No,03 - Station Wagon,2005,BLUE,HISPANIC,M,MD,64,55,9,16.36364,12
12/20/2017,No,02 - Automobile,2007,GRAY,BLACK,M,MD,34,25,9,36,6
12/20/2017,No,02 - Automobile,2002,BLACK,WHITE,M,MD,34,25,9,36,6
12/20/2017,No,02 - Automobile,2016,BLUE,WHITE,M,MD,69,60,9,15,19
12/20/2017,No,02 - Automobile,2016,BLUE,WHITE,M,MD,80,55,25,45.45455,15
12/20/2017,No,02 - Automobile,2016,BLUE,WHITE,M,MD,90,40,50,125,9
12/20/2017,No,02 - Automobile,2011,GRAY,WHITE,M,MD,49,40,9,22.5,7
12/20/2017,No,02 - Automobile,2002,GOLD,BLACK,M,MD,44,35,9,25.71429,23
12/20/2017,No,02 - Automobile,2002,GOLD,BLACK,M,MD,66,40,26,65,14
12/20/2017,No,02 - Automobile,2010,RED,WHITE,M,VA,54,45,9,20,15
12/20/2017,No,02 - Automobile,2002,BLACK,BLACK,M,MD,39,30,9,30,14
12/20/2017,No,02 - Automobile,2016,BLACK,HISPANIC,M,MD,49,30,19,63.33333,14
12/20/2017,No,02 - Automobile,2004,BLACK,OTHER,M,MD,49,30,19,63.33333,15
